japanese,reading,lesson,english,thai,thai_katakana
従う　（指示に従う）,したがう　（しじにしたがう）,初級2-16課,to follow　(e.g. follow instructions),ทำตาม,タムターム
年寄り／お年寄り,としより／おとしより,初級2-16課,elderly,ผู้สูงอายุ,プースーンアーユ
優先,ゆうせん,初級2-16課,priority,การให้ก่อน,ガーンハイクローン
揺れ,ゆれ,初級2-16課,shake,เฟอร์นิเจอร์,
警戒する,けいかいする,初級2-16課,to exercise caution,ศูนย์กลางแผ่นดินไหว,
守る　（身を守る）,まもる　（みをまもる）,初級2-16課,to protect　(e.g. protect oneself),ใต้ทะเล,
家具,かぐ,初級2-16課,furniture,เฟอร์นิเจอร์,ファーニチャー
震源,しんげん,初級2-16課,seismic center,ศูนย์กลางแผ่นดินไหว,スーンクラーン・ペンディンワイ
海底,かいてい,初級2-16課,bottom of the ocean,ใต้ทะเล,タイタレー
～のおそれがある,～のおそれがある,初級2-16課,there is a threat of ～,เป็นไปได้ว่า อาจจะ (ใช้กับเรื่องไม่ดี),
緊急地震速報,きんきゅうじしんそくほう,初級2-16課,earthquake early warning,การรายงานข่าวด่วนแผ่นดินไหว,
滋賀,しが,初級2-16課,Shiga,จังหวัดชิกะ,
兵庫,ひょうご,初級2-16課,Hyogo,จังหวัดเฮียวโงะ,
福井,ふくい,初級2-16課,Fukui,จังหวัดฟุกุอิ,
三重,みえ,初級2-16課,Mie,จังหวัดมิเอะ,
和歌山,わかやま,初級2-16課,Wakayama,จังหวัดวากายามะ,
香川,かがわ,初級2-16課,Kagawa,จังหวัดคากาวะ,
近畿地方,きんきちほう,初級2-16課,Kinki region,ภูมิภาคคินคิ,
感じる,かんじる,初級2-16課,to feel,รู้สึก,
防災訓練,ぼうさいくんれん,初級2-16課,emergency drill,การซ้อมรับมือภัยพิบัติ,ガーンソームラップムー・パイピバット
避難訓練,ひなんくんれん,初級2-16課,evacuation drill,การฝึกซ้อมหลบภัย,ガーンフックソーム・ロップパイ
防災頭巾,ぼうさいずきん,初級2-16課,protective hood,ผ้ากันภัย,パーガンパイ
ヘルメット,へるめっと,初級2-16課,helmet,หมวกนิรภัย,ムアックニラパイ
かぶる　（ヘルメットをかぶる）,かぶる　（へるめっとをかぶる）,初級2-16課,to wear　(e.g. wear a helmet),สวมใส่,スワムサイ
ドア,どあ,初級2-16課,door,ประตู,プラトゥー
開ける,あける,初級2-16課,to open,เปิด,プート
火,ひ,初級2-16課,fire,ไฟ,ファイ
消す　（火を消す）,けす　（ひをけす）,初級2-16課,to extinguish　(e.g. extinguish a fire),ดับไฟ,ダップファイ
消火する,しょうかする,初級2-16課,to put out fire,ดับไฟ,ダップファイ
消防署,しょうぼうしょ,初級2-16課,fire station / fire department,สถานีดับเพลิง,サターニーダッププルーン
119番,ひゃくじゅうきゅうばん,初級2-16課,phone number 119,หมายเลข119,マイレーク119
集まる,あつまる,初級2-16課,to get together,รวมตัวกัน,ルアムトゥア・ガン
並ぶ,ならぶ,初級2-16課,to line up,ขานชื่อทีละคน,カーンチュー・ティラコン
点呼する,てんこする,初級2-16課,to call the roll,ขานชื่อทีละคน,カーンチュー・ティラコン
報告する,ほうこくする,初級2-16課,to report,รายงาน,ラーイガーン
知らせる,しらせる,初級2-16課,to inform,แจ้งให้ทราบ,ジェーンハイサープ
姿勢,しせい,初級2-16課,posture / position,ท่าทาง,ターターン
低くする,ひくくする,初級2-16課,to lower,,
しゃがむ,しゃがむ,初級2-16課,to crouch,,
ハンカチ,はんかち,初級2-16課,handkerchief,ผ้าเช็ดหน้า,パーチェットナー
口に当てる,くちにあてる,初級2-16課,to put over one's mouth,ปิดปาก,ピット・パーク
火災報知器,かさいほうちき,初級2-16課,fire alarm,สัญญาณเตือนอัคคีภัย,サンヤーン・トゥアンアッキーภัย
鳴る,なる,初級2-16課,to ring / to sound,(ออด) ดัง ร้อง ส่งเสียง,
震度,しんど,初級2-16課,earthquake intensity,ความรุนแรงของแผ่นดินไหว,クワームルンレーン・コーンペンディンワイ
おさまる　（揺れがおさまる）,おさまる　（ゆれがおさまる）,初級2-16課,to stop　(e.g. the shaking has stopped),หยุดลง สงบลง (เช่น การสั่นสะเทือนหยุดลง),
避難,ひなん,初級2-16課,evacuation,การอพยพหนีภัย,ガーンオップパヨップ・ニーパイ
開始する,かいしする,初級2-16課,to start,เริ่ม,
中庭,なかにわ,初級2-16課,courtyard,ลานกว้าง สนามกว้าง,
～ごと　（チームごと）,～ごと　（ちーむごと）,初級2-16課,each ～　(e.g. each team),แต่ละ (เช่น แต่ละทีม),
初期消火,しょきしょうか,初級2-16課,extinguishing a fire in the early stages,การดับไฟเบื้องต้นตอนที่ไฟเพิ่งลุกไหม้,
消火器,しょうかき,初級2-16課,fire extinguisher,ถังดับเพลิง,タンダッププルーン
逃げ遅れる,にげおくれる,初級2-16課,to fail to escape,หนีไม่ทัน,
一つ一つ,ひとつひとつ,初級2-16課,one by one,ทีละอัน,
見て回る,みてまわる,初級2-16課,to look around,ตรวจดูรอบๆ,
煙体験,けむりたいけん,初級2-16課,smoke simulation,การจำลองสถานการณ์ที่อยู่ในห้อง ที่เต็มไปด้วยควัน,
煙,けむり,初級2-16課,smoke,ควัน,クワン
充満する,じゅうまんする,初級2-16課,to fill,มีอยู่เต็ม อัดแน่น,
逃げる,にげる,初級2-16課,to escape,หนี,ニー
